type,address,totalGas,totalFee,calls,rank0,rank
CONTRACT,0x2d61dcdd36f10b22176e0433b86f74567d529aaa,1701560,3017785435834943.5,1,0.0012617252434325157,0.000536583846483944
CONTRACT,0x66a71dcef29a0ffbdbe3c6a460a3b5bc225cd675,550551,867082471064994,12,0.0003625240644644638,0.000123459007836134
CONTRACT,0x38de71124f7a447a01d67945a51edce9ff491251,347146788,290968711076562900,11101,0.12165297222754588,0.17998349887613765
CONTRACT,0x980205d352f198748b626f6f7c38a8a5663ec981,1159674,2239288200417353.2,21,0.0009362383475767022,0.0003942613333669327
CONTRACT,0xfe7c30860d01e28371d40434806f4a8fcdd3a098,704429,1614795956723810,1,0.0006751403851968976,0.0002871222769705797
CONTRACT,0x5b19bd330a84c049b62d5b0fc2ba120217a18c1c,3150217,6793076885457891,1,0.0028401610284094895,0.0012078576831131378
CONTRACT,0xa658742d33ebd2ce2f0bdff73515aa797fd161d9,302437986,201152449099049400,11104,0.0841011159351444,0.10209498670188442
CONTRACT,0x6f475642a6e85809b1c36fa62763669b1b48dd5b,440160,1261403222111867.5,21,0.0005273881531094727,0.00021430120599699108
CONTRACT,0xcb566e3b6934fa77258d68ea18e931fa75e1aaaa,2940075,10533128235036250,1,0.00440386305422673,0.0018728655777678408
CONTRACT,0x3a73033c0b1407574c76bdbac67f126f6b4a9aa9,410533703,442966143931499260,5535,0.18520255255645796,0.32405069693322325
CONTRACT,oxtransfer,0,0,0,undefined,0.00010196029386409889
CONTRACT,0xd56b08949ede0342add375207125f4839af9253c,41304,81586062278795.48,2,0.00003411083938143966,0.000014506585722494384
CONTRACT,0x1ccbf0db9c192d969de57e25b3ff09a25bb1d862,125101,247106768766695.6,2,0.00010331445180751216,0.00004393735184170468
CONTRACT,0x1a44076050125825900e736c501f859c50fe728c,11058305,12472884133049848,117,0.0052148680228234195,0.0022174852516524657
CONTRACT,0x8cad6a96b0a287e29ba719257d0ef431ea6d888b,893379,2272395532666347,2,0.0009500804041872329,0.00018042971141102646
CONTRACT,0xc39161c743d0307eb9bcc9fef03eeb9dc4802de7,644163,1194434901755178,1,0.0004993889390828687,0.00021237907319316776
CONTRACT,0xe1844c5d63a9543023008d332bd3d2e6f1fe1043,769290,1420675880602452,1,0.0005939794791261868,0.00025260633826662895
CONTRACT,0x2367325334447c5e1e0f1b3a6fb947b262f58312,648867,1691297859969569.8,2,0.0007071255559613994,0.00030072486283354543
CONTRACT,0xc1b621b18187f74c8f6d52a6f709dd2780c09821,842078,1506497284366907.2,2,0.0006298610995590419,0.00026781788534868336
CONTRACT,0x377530cda84dfb2673bf4d145dcf0c4d7fdcb5b6,13261033,11923535468867414,206,0.004985187320937091,0.002112692146996429
CONTRACT,0x8bc1e36f015b9902b54b1387a4d733cebc2f5a4e,8071174,6676215074723986,155,0.002791301525396014,0.001201782316855358
CONTRACT,0x37aaaf95887624a363effb7762d489e3c05c2a02,579082,1062923795452468.1,1,0.0004444046182482904,0.0001889954573676964
CONTRACT,0x15e51701f245f6d5bd0fee87bcaf55b0841451b3,1349862,2702337871712148,1,0.001129837750734444,0.00048049501216488997
CONTRACT,0xfd76d9cb0bac839725ab79127e7411fe71b1e3ca,674983,1709861047004606.5,2,0.0007148867577362316,0.00030402553033096976
CONTRACT,0x7cacbe439ead55fa1c22790330b12835c6884a91,501989,930664439306550,1,0.0003891074568438163,0.00016547879736544826
CONTRACT,0x282b3386571f7f794450d5789911a9804fa346b4,5213252,9617482520648018,5,0.00402103487228715,0.001710057217170448
CONTRACT,0x6788f52439aca6bff597d3eec2dc9a44b8fee842,3073957,5645449404344932,4,0.0023603421036500257,0.0010038013042752247
CONTRACT,0x9c061c9a4782294eef65ef28cb88233a987f4bdd,997054,1805357552608986,1,0.0007548135034716532,0.0003210054924232039
CONTRACT,0xce8358bc28dd8296ce8caf1cd2b44787abd65887,671633,1646908303608684,2,0.0006885664420031188,0.0002928320820503252
CONTRACT,0xc097ab8cd7b053326dfe9fb3e3a31a0cce3b526f,1067882,1850530443078729.8,2,0.0007737001266051891,0.00032898026596707897
CONTRACT,0xcce466a522984415bc91338c232d98869193d46e,6933615,9193360038913474,9,0.0038437107871625684,0.0016628496919019748
CONTRACT,0x4208d6e27538189bb48e603d6123a94b8abe0a0b,1373201,2599574248744480,2,0.0010868726493507485,0.00046209389482626897
CONTRACT,0xa20db4ffe74a31d17fc24bd32a7dd7555441058e,3594229,6684603519680665,1,0.002794808704080524,0.0011885703424166644
CONTRACT,0x41bdb4aa4a63a5b2efc531858d3118392b1a1c3d,5864092,2688012008072041.5,14,0.0011238481586401694,0.0004775720633736391
CONTRACT,0x4b80f7d25c451d204b1c93d9bdf2ab3b04f3ea4a,1754893,3144836395011816.5,1,0.0013148447927855739,0.0005591744162325646
CONTRACT,0x306b9a8953b9462f8b826e6768a93c8ea7454965,743663,1644164474266740.2,2,0.0006874192568178197,0.0002923442095578303
CONTRACT,0x111ddab65af5ff96b674400246699ed40f550de1,3410935,4184315544518160,1,0.0017494472888344844,0.0006703473905112732
CONTRACT,0x983af86c94fe3963989c22ceeeb6ea8eac32d263,4169420,17620730789982534,1,0.007367164206390429,0.0028229254649404403
CONTRACT,0x31d982ebd82ad900358984bd049207a4c2468640,4169420,18034378142738696,1,0.007540108677741517,0.002889193751966561
CONTRACT,0x7a07d606c87b7251c2953a30fa445d8c5f856c7a,5800975,23777612393960804,5,0.009941334274387783,0.003782083421856411
CONTRACT,0x452420df4ac1e3db5429b5fd629f3047482c543c,4402827,19243247244199704,1,0.00804553250383833,0.003082860371754771
CONTRACT,0xdee45510b42cb0678c8a61d043c698af66b0d852,4402827,19621134646026544,1,0.008203525868243355,0.0031433997433740015
CONTRACT,0x195843f052052c3692dacab049e0bf5715a24755,4014948,17849983302941516,2,0.007463013858021033,0.002846982028178916
CONTRACT,0x29f5dbd0fe72d8f11271fcbe79cb87e18a83c70a,4844760,23784946847394064,1,0.009944400783004875,0.003810462400114229
CONTRACT,0xa46a266dcbf199a71532c76967e200994c5a0d6d,4053291,18804400948130520,1,0.007862052444864504,0.0030125550933225746
CONTRACT,0x41158edf6f0bc47fc169a516be142e429993ed65,4053291,19084993358363430,1,0.007979367123006453,0.003057507341305718
CONTRACT,0x6ca2338a21b2fe9dd39040d2fe06aad861f77f95,3963721,17815189814723086,1,0.00744846682566049,0.002854078732042147
CONTRACT,0x6ca98f43719231d38f6426db64c7f3d5c7ce7876,3963721,18252952985292308,1,0.007631494033756027,0.0029242104885817484
CONTRACT,0xa71f2204eddb8d84f411a0c712687fae5002e7fb,4069654,17900419018114326,1,0.0074841008492459405,0.0028677328586205115
CONTRACT,0x791ce66b3978a3d3020218722b5091feecc2806e,4572185,6897053267734482,2,0.0028836331801010387,0.001104940966103804
CONTRACT,0x694a3f4d41a929906340a675b743a7486370e963,3963073,18130616683102384,1,0.0075803456655425955,0.002904611627055817
CONTRACT,0x8b14d287b4150ff22ac73df8be720e933f659abc,1553235,7957363787924712,11,0.0033269451973554844,0.0001392319678478921
CONTRACT,0xa60175fe4ea218afe3c5dd23203a0fe82bdb6638,170273,121154226995515.88,1,0.000050654146823563744,0.000002119865559404721
CONTRACT,0x3dc5fa91e051bb23051fd424125bc90f24a7dfb9,879709,569243011482866.1,3,0.00023799845698332836,0.00000996018616023209
CONTRACT,0x7fdcfb335395b14c9d27c9cbe4aff6c6188a4c5c,454286,314579685416236.6,1,0.00013152463573040928,0.000005504278780359298
CONTRACT,0x075bb7db8ebe09e507295a9be57da19dea01aa3b,1099540,783900765132085.8,1,0.0003277460922067068,0.000013716106117007561
CONTRACT,0x5bf7d6509be83c1e0aa5b9c0bcaf81d626204848,224063,155129609152563,1,0.0000648591319804865,0.000002714341247859269
CONTRACT,0x00b3fa8e2020e93cc092508c61dcca70425635e3,126030,92241891029216.78,1,0.00003856600308010755,0.0000016139792459278968
CONTRACT,0xdde16aa6ea27d17c83d43c8f62f828427ae9848d,82129,57115934190614.664,1,0.00002387996678451409,9.993716668952203e-7
CONTRACT,0x9de94c4f9ab1e1157d3637e04bd96fb8a8143401,193438,136170533101761.08,1,0.00005693241043116758,0.000002382609591812985
CONTRACT,0xa042c3543e6b546a34ece6411cd3e3093e7551ec,4787710,3836698670115175.5,1,0.0016041099231393625,0.00006713166824044928
CONTRACT,0x44a3e7465cdc4e745f8cdd99c03f5312a61601df,4619079,3553771592014891,1,0.001485819128753921,0.00006218122298103624
CONTRACT,0x8a1aa553489c3db8460877a472e8b50aadd67cc0,375464,193100405965940.16,7,0.00008073458564388777,0.0000033787256975311073
CONTRACT,0x683491dcc1b0c7ff90729f7fd1b4b00c02d483ad,469977,364243025141603.94,13,0.00015228869955700934,0.000005081651275525358
CONTRACT,0x1d186c560281b8f1af831957ed5047fd3ab902f9,442931,1457950945772684,1,0.0006095640498903642,0.000025510129311125424
CONTRACT,0x5bca7ddf1bcccb2ee8e46c56bfc9d3cdc77262bc,821796,920475582603414,1,0.0003848475324796089,0.000003488069913270016
CONTRACT,0x13dff1809d1e9ddf9ac901f47817b7f45220a846,292439,334253299562165.2,2,0.00013975010308892654,0.0000012666266217692215
CONTRACT,0x9ec09455ab210a6ff83a22276cb8de981d94c874,686182,1105169616266644.8,1,0.00046206744408005006,0.000004187953445388389
CONTRACT,0x3c0a405e914337139992625d5100ea141a9c4d11,890401,1286435073232446,1,0.0005378538800871562,0.000004874844655440144
CONTRACT,0x3d8eadb739d1ef95dd53d718e4810721837c69c1,292512,371715093871635.25,2,0.0001554127446350302,0.0000014085851485325231
CONTRACT,0x331b9182088e2a7d6d3fe4742aba1fb231aecc56,750646,72095825401920.7,1,0.000030143005455435517,2.732014669477177e-7
CONTRACT,0xae50429025b59c9d62ae9c3a52a657bc7ab64036,63000,281080652300202.03,3,0.00011751881039531929,0.0000010651330518922218
CONTRACT,0x84fc3c1ef5a50e5d94d4b0664baeec0cdd8046bf,3487179,2439524938541637.5,5,0.0010199566080447778,0.00003260920167046275
CONTRACT,0x94be4ef9099d7fa83444e9c2c79cd7f764873125,2909676,1854242412038394.5,1,0.0007752520874847243,0.00001963295341599165
CONTRACT,0xd7cb6b78ebca6ec49562dfbd0318b29876ef8066,3091843,2275627749704910,5,0.0009514317825130015,0.00003629876287522979
CONTRACT,0xb4b4f0a9740a5be1728280f396d5b5fd0ada7698,3283461,2489633104121378,1,0.0010409066519621853,0.000026360550507736746
CONTRACT,0xc072c3ebaf165955c5aad2dbb4293f771de6dbd3,40353804,28794851627689176,6438,0.012039023963775361,0.013045450412228135
CONTRACT,0x6e55472109e6abe4054a8e8b8d9edffcb31032c5,34222522,29436344365006988,852,0.012307229771432043,0.009709986884275934
CONTRACT,0x6f6ae8851a460406bbb3c929a415d2df9305acd5,84585850,63454959736122150,3779,0.026530290579756807,0.028106065200136886
CONTRACT,0xafa5f9313f1f2b599173f24807a882f498be118c,6254595,13624399806459870,13,0.005696312586806358,0.0013477636705130278
CONTRACT,0x7a0d94f55792c434d74a40883c6ed8545e406d12,144759,6319231483487536,2,0.0026420479690610504,0.00006711423481819484
CONTRACT,0xcfa3a7637547094ff06246817a35b8333c315196,535220,1932099158442447,2,0.0008078037133037872,0.00006584086364589958
CONTRACT,0x0000000000ffe8b47b3e2130213b802212439497,1268269,4606117426043264,3,0.00192580113935279,0.00015696438149147418
CONTRACT,0xf9ed144bacaed98d0f3899b8b56c965d1a966d08,638707,2290013914678942,1,0.0009574465863782402,0.00007803765828723653
CONTRACT,0x00000000f9490004c11cef243f5400493c00ad63,1801029,6457414864780925,2,0.002699821944086048,0.00022005173479801535
CONTRACT,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,4908429,18151545013367370,1,0.0075890957252004706,0.0006185569694833699
CONTRACT,0x4200000000000000000000000000000000000012,211512,118009016266232.72,6,0.00004933914552296485,4.942447621911018e-8
CONTRACT,0x4200000000000000000000000000000000000018,13984,26378408149597.484,2,0.00001102871763137951,1.0486009796172147e-8
CONTRACT,0xc4eb45d80dc1f079045e75d5d55de8ed1c1090e6,97576,184060322769245.16,6,0.00007695495935351024,7.316811297706617e-8
CONTRACT,0xa1dabef33b3b82c7814b6d82a79e50f4ac44102b,34352,64799133063141.65,1,0.000027092284616214885,2.5759111021031575e-8
CONTRACT,0x8e9c334afc76106f08e0383907f4fca9bb10ba3e,1899395,88145525820855.45,1,0.000036853327510686825,6.881437490735804e-8
CONTRACT,0xa71bb8c79dc8ffa90a6dd711aa9fbe5114c19cba,1899395,75343263596953.56,1,0.000031500747692012464,5.8819770369762214e-8
CONTRACT,0xc81246355b3aba96cd88e6e3d6c1e68afb17bdca,4572185,122111274333724.97,2,0.00005105428487560661,9.533111220522124e-8
CONTRACT,0x25e8577d9601f4ca8c67e1ed1852bd419ba3dea1,1308772,3337109725890184,2,0.0013952335813082308,0.0002440737766436061
CONTRACT,0x30dd5a98e5c28c772812be63285beef84da098c3,1513189,3407495955984196,1,0.0014246618111104909,0.0002492217742864372
CONTRACT,0x059bbe03b1d6b4e03625fd05a83aa514f9a9c4d4,3923596,9340881452007238,1,0.0039053889597181796,0.0006831852712195302
CONTRACT,0xbec416295a294e791cdb96f57693594bf0378360,415088,1024357154402168,2,0.0004282800442511662,0.00007492073675825611
CONTRACT,0xff84f0d25cae37b7924792031968b8d65168662e,558475,1397499013059074,3,0.0005842893141144781,0.00010221206073230115
CONTRACT,0xcf7ffa591587ebb8927625ca1c7435e62c67e873,1208332,3165776616943015.5,3,0.0013235998243063497,0.00023154259774936978
CONTRACT,0xc64ba01cd87b32712a3dd7044e125f9bd65e78d8,1308772,4352823591634659.5,2,0.0018198998976395168,0.00031836234955991924
CONTRACT,0x9504477caf3124aecfe72469f98ef9c0052fc0ff,111255,274202138460018.94,2,0.00011464292848323838,0.000020054944845973628
CONTRACT,0x4f8af68daa219e8aa0913e51d6d18bd323e43de3,1359217,3349963669329123,1,0.0014006077688571465,0.0002450139047117859
CONTRACT,0xbbb194432b31848a64d1bfd412594980e01132f0,114687,299507239060817.1,2,0.0001252229000864192,0.00002190574148717057
CONTRACT,0x48abf38fbddba5e516c5b53f81a9e6f2919d83bd,3595382,9389407135847644,1,0.003925677373708528,0.0006867344044192131
CONTRACT,0x19159810bbc7d56ba24dff075a147cf42dfd6dfb,415088,1217493705542712,2,0.0005090297420626337,0.00008904660354623502
CONTRACT,0xa97ba583f11a2948ad0ca4f9cb598bd478fcb240,1805487,4858968128475381,2,0.002031517109179511,0.0003553813926185918
CONTRACT,0x37f5b234f5b935002269890b3afe9957ae4ac05c,381128,984686906827438,3,0.0004116940563330404,0.00007201928372216561
CONTRACT,0x278ab3a500925332b1593d6424af49d2379d76ff,703016,1909493810608272,1,0.0007983524986281952,0.00013965898760144287
CONTRACT,undefined,1652880,30578507136616110,6,0.012784763920790585,0.0020515977566005583
CONTRACT,0x50e178c3fdf5fb6cf264bf6047f4c989010ac48e,1406749,5208508035700308,2,0.0021776584879852345,0.00037669416298285975
CONTRACT,0xf7bbec58106afb1e7a8233d64b759b4c8e81ed1a,1376323,5149512394618066,1,0.0021529926225058505,0.00037663158878967326
CONTRACT,0x9c55ada05b7edc8ad455e5edb50ce8a96ffcc1f2,3113618,10439119117759144,1,0.004364558180204593,0.0007635095748085657
CONTRACT,0xb06c1c476d3254eaa90f7cc7f13e9275468624ec,3196478,11067821397266670,3,0.004627416343425444,0.0007971723544718801
CONTRACT,0x98b2920d53612483f91f12ed7754e51b4a77919e,663260,1811637779979827.5,4,0.0007574392439614155,0.000013513537016454508
CONTRACT,0x6513aedb4d1593ba12e50644401d976aebdc90d8,1208320,3108385977366275.5,3,0.0012996050041873123,0.00004780426886397692
CONTRACT,0x7ddb2d76b80b0aa19bdea48eb1301182f4ceefbc,746306,1680474927997563.5,4,0.0007026005270064316,0.000022103819587276625
CONTRACT,0x42e0fba4785d23643b9f596774b3b6cac0d40640,1805487,7006417674400962,2,0.002929358045422996,0.000092157633326077
CONTRACT,0x2d5d7d31f671f86c782533cc367f14109a082712,402486,1399031508409895.2,7,0.0005849300449121728,0.00001861131578129021
CONTRACT,0x1a920b29ebd437074225caee44f78fc700b27a5d,1502391,4542932728573339,3,0.001899383844455085,0.00007286810755746977
CONTRACT,0xea15f4075be5e7c18d5941dcd63fd8a3d968e2ff,111255,262725391412320.62,2,0.00010984454179523178,0.000004772226035306365
CONTRACT,0xd2adcefd0496449e3fde873a2332b18a0f0fcadf,1359217,3209750737848009,1,0.0013419852461937852,0.00005830291452097446
CONTRACT,0x1e1fbdf66225f9be39acf85c7e9d0b78df504207,114687,277841688191767.44,2,0.00011616461114388936,0.0000050468031694786774
CONTRACT,0xc1712652326e87d193ac11910934085ff45c2f48,3595382,8710202591176796,1,0.003641704394950947,0.00015821483928506793
CONTRACT,0xe432150cce91c13a887f7d836923d5597add8e31,664948,1934034576979078.2,12,0.0008086129048371803,0.000024019934550865604
CONTRACT,0x0ed01ea3b95e0f68df2c9cd67f138ff3547b311c,641120,1247411608912771.5,23,0.0005215383099231366,0.00005941777111773741
CONTRACT,0xc22834581ebc8527d974f8a1c97e1bea4ef910bc,120934,448817195310793.25,2,0.00018764885610680714,0.00002137844252381523
CONTRACT,0xc188a8f8066e720d892c0cfae9b9865e3425fcde,175755,670598781613680.1,3,0.0002803749401563971,0.00003194253174578362
CONTRACT,0x72d7b869ba1af7d7ee9010dd98180e9231362588,3267865,13526718568922460,1,0.005655472412502654,0.0006443161681033273
CONTRACT,0xc16068d1ca7e24e20e56bb70af4d00d92aa4f0b2,3267865,13670473385133566,1,0.0057155757844404844,0.0006511636198230919
CONTRACT,0x3fda3e9e78eacd7381f1ed2cf145b93537878c1f,925314,4486288910333276.5,1,0.0018757012676524978,0.00021369473054252014
CONTRACT,0x64f85076665dce1fbefc23391b8bfb2595c250f6,595792,2539653667804220,1,0.0010618200698413805,0.00012097094437291356
CONTRACT,0x8c22ebc8f9b96ceac97ea21c53f3b27ef2f45e57,1239425,5480182554175258,2,0.0022912446276381285,0.0002610367182418718
CONTRACT,0x4c3b0e85cd8c12e049e07d9a4d68c441196e6a12,3215728,14191211707339630,1,0.005933294605185042,0.0006759678706573793
CONTRACT,0xfc00000000000000000000000000000000000001,1350008,3804439336173455,58,0.001590622411573012,0.0002080849363589034
CONTRACT,0xfc00000000000000000000000000000000000002,868959,2361482161981747.5,33,0.000987327203686236,0.00013168514465816653
CONTRACT,0xfc00000000000000000000000000000000000003,450325,1042419605908012.6,10,0.0004358318903011139,0.000041482676545857
CONTRACT,0xfc00000000000000000000000000000000000004,450325,1038790321730280.6,10,0.00043431449963169815,0.000041338250615277245
CONTRACT,0xfc00000000000000000000000000000000000006,795893,2221021598604209,27,0.0009286011470170812,0.00010738041131928062
CONTRACT,0xfc00000000000000000000000000000000000005,450229,1041402676264926.8,10,0.00043540671567264625,0.00004144220823231518
CONTRACT,0xd4ce10eb785f518b00bb9ae4702a085bde30f05f,4750672,7280434660718351,5,0.0030439235624609216,0.000289722022141702
CONTRACT,0xf90abb1015175e15683773ce3450d100bfc9f507,4582812,6906762453312451,2,0.0028876925556919693,0.0002748518842182186
CONTRACT,0x2c37fb628b35dfdfd515d41b0caae11b542773c3,5478768,22750385849595532,2,0.009511854548506933,0.0021341832142663833
CONTRACT,0xb4da8da10fff1f6127ab71395053aa1d499b503f,5558479,16460713835061138,16,0.006882165287165048,0.001508430351617842
CONTRACT,0xe30521fe7f3beb6ad556887b50739d6c7ca667e6,6117872,25304741677635570,22,0.010579821538696674,0.00235087290908365
CONTRACT,0x2dd1b4d4548accea497050619965f91f78b3b532,5352928,22774667755899824,9,0.009522006726252566,0.0021352664412157916
CONTRACT,0x4527bced9d41706d1436507e9a6e354d3ff44ff9,5757550,16521389559053420,15,0.006907533589270139,0.001477378513341256
CONTRACT,0x0effabede4e31101de5209096611d073981a817b,4751264,7270180896562337,5,0.003039636500523973,0.00028931397764651916
CONTRACT,0x78d264e25781f31343352a0f91875b655c79b843,4751264,7267241194304909,5,0.003038407421576766,0.00028919699335612893
CONTRACT,0xebd293f2173082320d88533316f5964298de316e,4749758,7263328391449126,5,0.003036771492767152,0.00028904128491172304
CONTRACT,0xef672bd94913cb6f1d2812a6e18c1ffded8eff5c,889888,2149000928924478,2,0.0008984895638989494,0.000020234375624967054
CONTRACT,0x10ac65a9f710c3d607d213784e5b8632c77d5d4f,2334896,5494121696532249,1,0.0022970725329539846,0.000051731072165032844
CONTRACT,0x67e04873691258950299bd8610403d69ba0a1e10,3189578,13004914605476332,1,0.005437308050986024,0.0012273448857582912
CONTRACT,0x7f444b035e55c2956653f69f0366a7045a9be846,1374741,6858706022228911,2,0.0028676003345925586,0.00015717878461858872
CONTRACT,0x4392dc16867d53dbfe227076606455634d4c2795,2284256,11457969191066670,1,0.004790535733645037,0.0002625786359427356
CONTRACT,0xfb43334dd0f498095882109406dd0433ea955bcb,501453,2567197121786912,1,0.0010733358889478736,0.00005883163998734494
